2024-08-18 12:43:48.640 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:46:39.241 +05:30 [Information] | Message : Received HTTP response after 74.8118ms - OK | Exception :  
2024-08-18 19:46:39.241 +05:30 [Information] | Message : End processing HTTP request after 78.7866ms - OK | Exception :  
2024-08-18 19:46:54.253 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:54.253 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:54.334 +05:30 [Information] | Message : Received HTTP response after 81.2311ms - OK | Exception :  
2024-08-18 19:46:54.334 +05:30 [Information] | Message : End processing HTTP request after 81.8127ms - OK | Exception :  
2024-08-18 19:47:09.346 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:47:09.346 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:47:09.440 +05:30 [Information] | Message : Received HTTP response after 93.276ms - OK | Exception :  
2024-08-18 19:47:09.440 +05:30 [Information] | Message : End processing HTTP request after 94.246ms - OK | Exception :  
2024-08-18 19:47:24.454 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:47:24.454 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:47:24.539 +05:30 [Information] | Message : Received HTTP response after 85.0542ms - OK | Exception :  
2024-08-18 19:47:24.540 +05:30 [Information] | Message : End processing HTTP request after 85.9108ms - OK | Exception :  
2024-08-18 19:49:28.873 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:49:28.993 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:49:29.516 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:49:29.941 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:49:29.953 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:49:30.873 +05:30 [Information] | Message : Received HTTP response after 916.0616ms - OK | Exception :  
2024-08-18 19:49:30.874 +05:30 [Information] | Message : End processing HTTP request after 942.0613ms - OK | Exception :  
2024-08-18 19:49:55.808 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.InvalidOperationException: SqlConnection does not support parallel transactions.
   at SahadevDBLayer.Repository.SahadevC2Repository.UpdateBookMark(BookMark objBookMark) in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevDBLayer\Repository\SahadevC2Repository.cs:line 180
   at SahadevService.Sentry.EventService.InsertUpdateBookMark(BookMark objBookMark, String action) in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 238
 
2024-08-18 19:49:55.831 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:49:55.850 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:49:55.921 +05:30 [Information] | Message : Received HTTP response after 70.9304ms - OK | Exception :  
2024-08-18 19:49:55.921 +05:30 [Information] | Message : End processing HTTP request after 90.7276ms - OK | Exception :  
2024-08-18 19:50:10.951 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:10.951 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:11.333 +05:30 [Information] | Message : Received HTTP response after 382.0463ms - OK | Exception :  
2024-08-18 19:50:11.333 +05:30 [Information] | Message : End processing HTTP request after 382.5926ms - OK | Exception :  
2024-08-18 19:50:26.349 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:26.350 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:26.426 +05:30 [Information] | Message : Received HTTP response after 76.3415ms - OK | Exception :  
2024-08-18 19:50:26.426 +05:30 [Information] | Message : End processing HTTP request after 77.2854ms - OK | Exception :  
2024-08-18 19:50:41.444 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:41.444 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:41.521 +05:30 [Information] | Message : Received HTTP response after 76.1536ms - OK | Exception :  
2024-08-18 19:50:41.521 +05:30 [Information] | Message : End processing HTTP request after 76.9885ms - OK | Exception :  
2024-08-18 19:50:56.545 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:56.546 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:50:56.619 +05:30 [Information] | Message : Received HTTP response after 73.4083ms - OK | Exception :  
2024-08-18 19:50:56.619 +05:30 [Information] | Message : End processing HTTP request after 74.5471ms - OK | Exception :  
2024-08-18 19:51:11.629 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:11.629 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:11.713 +05:30 [Information] | Message : Received HTTP response after 83.5406ms - OK | Exception :  
2024-08-18 19:51:11.713 +05:30 [Information] | Message : End processing HTTP request after 84.6297ms - OK | Exception :  
2024-08-18 19:51:26.730 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:26.730 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:26.808 +05:30 [Information] | Message : Received HTTP response after 77.4973ms - OK | Exception :  
2024-08-18 19:51:26.808 +05:30 [Information] | Message : End processing HTTP request after 78.3842ms - OK | Exception :  
2024-08-18 19:51:41.829 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:41.829 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:41.905 +05:30 [Information] | Message : Received HTTP response after 75.9596ms - OK | Exception :  
2024-08-18 19:51:41.905 +05:30 [Information] | Message : End processing HTTP request after 76.8479ms - OK | Exception :  
2024-08-18 19:51:56.916 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:56.916 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:51:56.996 +05:30 [Information] | Message : Received HTTP response after 79.043ms - OK | Exception :  
2024-08-18 19:51:56.996 +05:30 [Information] | Message : End processing HTTP request after 79.7405ms - OK | Exception :  
2024-08-18 19:52:56.870 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:52:56.976 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:52:57.460 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:52:57.766 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:52:57.775 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:52:58.530 +05:30 [Information] | Message : Received HTTP response after 753.1412ms - OK | Exception :  
2024-08-18 19:52:58.531 +05:30 [Information] | Message : End processing HTTP request after 773.6403ms - OK | Exception :  
2024-08-18 19:53:45.048 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:53:45.165 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:53:45.655 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:53:46.001 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:53:46.009 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:53:47.266 +05:30 [Information] | Message : Received HTTP response after 1252.8332ms - OK | Exception :  
2024-08-18 19:53:47.267 +05:30 [Information] | Message : End processing HTTP request after 1271.5116ms - OK | Exception :  
2024-08-18 19:54:02.603 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:54:02.604 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:54:02.673 +05:30 [Information] | Message : Received HTTP response after 68.8602ms - OK | Exception :  
2024-08-18 19:54:02.673 +05:30 [Information] | Message : End processing HTTP request after 69.8119ms - OK | Exception :  
2024-08-18 19:54:17.711 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:54:17.711 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:54:17.790 +05:30 [Information] | Message : Received HTTP response after 78.5645ms - OK | Exception :  
2024-08-18 19:54:17.791 +05:30 [Information] | Message : End processing HTTP request after 80.1386ms - OK | Exception :  
2024-08-18 19:55:04.320 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:55:06.620 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:55:59.470 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:55:59.605 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:56:00.103 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:56:00.566 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:56:00.572 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:56:13.811 +05:30 [Information] | Message : Received HTTP response after 13237.3585ms - OK | Exception :  
2024-08-18 19:56:13.812 +05:30 [Information] | Message : End processing HTTP request after 13267.1998ms - OK | Exception :  
2024-08-18 19:56:54.146 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:56:54.146 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:56:54.224 +05:30 [Information] | Message : Received HTTP response after 77.9753ms - OK | Exception :  
2024-08-18 19:56:54.224 +05:30 [Information] | Message : End processing HTTP request after 78.4259ms - OK | Exception :  
2024-08-18 19:57:09.258 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:57:09.258 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:57:09.332 +05:30 [Information] | Message : Received HTTP response after 73.4166ms - OK | Exception :  
2024-08-18 19:57:09.332 +05:30 [Information] | Message : End processing HTTP request after 73.7992ms - OK | Exception :  
2024-08-18 19:57:36.894 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:57:36.894 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:58:28.153 +05:30 [Error] | Message : Health check "SQL Server" with status Unhealthy completed after 51242.0901ms with message 'null' | Exception : Microsoft.Data.SqlClient.SqlException (0x80131904): Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.
 ---> System.ComponentModel.Win32Exception (258): The wait operation timed out.
   at Microsoft.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParserStateObject.ThrowExceptionAndWarning(Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParserStateObject.CheckThrowSNIException()
   at Microsoft.Data.SqlClient.SqlCommand.CheckThrowSNIException()
   at Microsoft.Data.SqlClient.SqlCommand.InternalEndExecuteReader(IAsyncResult asyncResult, Boolean isInternal, String endMethod)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteReaderInternal(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteReaderAsync(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteReaderAsyncCallback(IAsyncResult asyncResult)
   at System.Threading.Tasks.TaskFactory`1.FromAsyncCoreLogic(IAsyncResult iar, Func`2 endFunction, Action`1 endAction, Task`1 promise, Boolean requiresSynchronization)
--- End of stack trace from previous location where exception was thrown ---
   at HealthChecks.SqlServer.SqlServerHealthCheck.CheckHealthAsync(HealthCheckContext context, CancellationToken cancellationToken) in /_/src/HealthChecks.SqlServer/SqlServerHealthCheck.cs:line 31
ClientConnectionId:490388a4-9a0c-428a-ad59-1ec8501fcc9e
Error Number:-2,State:0,Class:11
 
2024-08-18 19:58:28.199 +05:30 [Information] | Message : Received HTTP response after 51304.8654ms - ServiceUnavailable | Exception :  
2024-08-18 19:58:28.199 +05:30 [Information] | Message : End processing HTTP request after 51305.6054ms - ServiceUnavailable | Exception :  
2024-08-18 19:59:03.377 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:59:03.494 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:59:03.972 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:59:04.386 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:04.396 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:05.342 +05:30 [Information] | Message : Received HTTP response after 942.0646ms - OK | Exception :  
2024-08-18 19:59:05.344 +05:30 [Information] | Message : End processing HTTP request after 973.4004ms - OK | Exception :  
2024-08-18 19:59:20.700 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:20.701 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:20.772 +05:30 [Information] | Message : Received HTTP response after 71.3048ms - OK | Exception :  
2024-08-18 19:59:20.772 +05:30 [Information] | Message : End processing HTTP request after 71.7153ms - OK | Exception :  
2024-08-18 19:59:35.796 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:35.796 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:35.877 +05:30 [Information] | Message : Received HTTP response after 81.3414ms - OK | Exception :  
2024-08-18 19:59:35.878 +05:30 [Information] | Message : End processing HTTP request after 82.2329ms - OK | Exception :  
2024-08-18 19:59:50.906 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:50.907 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:59:50.992 +05:30 [Information] | Message : Received HTTP response after 84.8522ms - OK | Exception :  
2024-08-18 19:59:50.993 +05:30 [Information] | Message : End processing HTTP request after 86.2243ms - OK | Exception :  
2024-08-18 20:00:05.991 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:05.991 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:06.058 +05:30 [Information] | Message : Received HTTP response after 66.6741ms - OK | Exception :  
2024-08-18 20:00:06.058 +05:30 [Information] | Message : End processing HTTP request after 67.3409ms - OK | Exception :  
2024-08-18 20:00:21.075 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:21.075 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:21.152 +05:30 [Information] | Message : Received HTTP response after 76.6508ms - OK | Exception :  
2024-08-18 20:00:21.153 +05:30 [Information] | Message : End processing HTTP request after 78.1522ms - OK | Exception :  
2024-08-18 20:00:36.189 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:36.189 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 20:00:36.263 +05:30 [Information] | Message : Received HTTP response after 74.3084ms - OK | Exception :  
2024-08-18 20:00:36.264 +05:30 [Information] | Message : End processing HTTP request after 74.9173ms - OK | Exception :  
