2024-08-17 16:19:52.152 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:01:16.721 +05:30 [Information] | Message : End processing HTTP request after 294.8869ms - OK | Exception :  
2024-08-17 19:01:31.748 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:01:31.748 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:01:31.934 +05:30 [Information] | Message : Received HTTP response after 186.2056ms - OK | Exception :  
2024-08-17 19:01:31.934 +05:30 [Information] | Message : End processing HTTP request after 187.6364ms - OK | Exception :  
2024-08-17 19:01:46.963 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:01:46.963 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:01:47.221 +05:30 [Information] | Message : Received HTTP response after 257.7543ms - OK | Exception :  
2024-08-17 19:01:47.221 +05:30 [Information] | Message : End processing HTTP request after 258.1409ms - OK | Exception :  
2024-08-17 19:02:02.242 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:02.242 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:02.452 +05:30 [Information] | Message : Received HTTP response after 209.7213ms - OK | Exception :  
2024-08-17 19:02:02.452 +05:30 [Information] | Message : End processing HTTP request after 210.1ms - OK | Exception :  
2024-08-17 19:02:17.459 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:17.459 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:17.630 +05:30 [Information] | Message : Received HTTP response after 170.9215ms - OK | Exception :  
2024-08-17 19:02:17.630 +05:30 [Information] | Message : End processing HTTP request after 171.3611ms - OK | Exception :  
2024-08-17 19:02:32.647 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:32.647 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:33.193 +05:30 [Information] | Message : Received HTTP response after 546.091ms - OK | Exception :  
2024-08-17 19:02:33.193 +05:30 [Information] | Message : End processing HTTP request after 546.4327ms - OK | Exception :  
2024-08-17 19:02:48.490 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:48.490 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:02:48.652 +05:30 [Information] | Message : Received HTTP response after 162.5928ms - OK | Exception :  
2024-08-17 19:02:48.653 +05:30 [Information] | Message : End processing HTTP request after 162.9512ms - OK | Exception :  
2024-08-17 19:04:47.292 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:04:47.431 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-17 19:04:48.126 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-17 19:04:48.509 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:04:48.514 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:04:52.521 +05:30 [Information] | Message : Received HTTP response after 4004.2408ms - OK | Exception :  
2024-08-17 19:04:52.523 +05:30 [Information] | Message : End processing HTTP request after 4031.9598ms - OK | Exception :  
2024-08-17 19:05:22.314 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:22.314 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:22.453 +05:30 [Information] | Message : Received HTTP response after 138.331ms - OK | Exception :  
2024-08-17 19:05:22.453 +05:30 [Information] | Message : End processing HTTP request after 139.4054ms - OK | Exception :  
2024-08-17 19:05:38.650 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:38.650 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:38.739 +05:30 [Information] | Message : Received HTTP response after 88.1716ms - OK | Exception :  
2024-08-17 19:05:38.739 +05:30 [Information] | Message : End processing HTTP request after 89.7349ms - OK | Exception :  
2024-08-17 19:05:53.780 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:53.781 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:05:53.902 +05:30 [Information] | Message : Received HTTP response after 120.9606ms - OK | Exception :  
2024-08-17 19:05:53.903 +05:30 [Information] | Message : End processing HTTP request after 122.8996ms - OK | Exception :  
2024-08-17 19:06:08.953 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:08.956 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:09.295 +05:30 [Information] | Message : Received HTTP response after 338.9718ms - OK | Exception :  
2024-08-17 19:06:09.296 +05:30 [Information] | Message : End processing HTTP request after 343.7789ms - OK | Exception :  
2024-08-17 19:06:24.328 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:24.329 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:24.405 +05:30 [Information] | Message : Received HTTP response after 76.7231ms - OK | Exception :  
2024-08-17 19:06:24.406 +05:30 [Information] | Message : End processing HTTP request after 78.4702ms - OK | Exception :  
2024-08-17 19:06:39.417 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:39.418 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:39.510 +05:30 [Information] | Message : Received HTTP response after 91.8854ms - OK | Exception :  
2024-08-17 19:06:39.511 +05:30 [Information] | Message : End processing HTTP request after 93.293ms - OK | Exception :  
2024-08-17 19:06:54.535 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:54.535 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:06:54.633 +05:30 [Information] | Message : Received HTTP response after 97.8616ms - OK | Exception :  
2024-08-17 19:06:54.634 +05:30 [Information] | Message : End processing HTTP request after 99.0419ms - OK | Exception :  
2024-08-17 19:07:09.664 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:07:09.664 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:07:09.771 +05:30 [Information] | Message : Received HTTP response after 106.7389ms - OK | Exception :  
2024-08-17 19:07:09.772 +05:30 [Information] | Message : End processing HTTP request after 108.448ms - OK | Exception :  
2024-08-17 19:07:47.922 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:07:48.062 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-17 19:07:48.675 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-17 19:07:49.071 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:07:49.075 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:07:50.313 +05:30 [Information] | Message : Received HTTP response after 1234.7782ms - OK | Exception :  
2024-08-17 19:07:50.314 +05:30 [Information] | Message : End processing HTTP request after 1251.1469ms - OK | Exception :  
2024-08-17 19:08:05.877 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:05.878 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:05.958 +05:30 [Information] | Message : Received HTTP response after 80.5759ms - OK | Exception :  
2024-08-17 19:08:05.959 +05:30 [Information] | Message : End processing HTTP request after 81.6072ms - OK | Exception :  
2024-08-17 19:08:06.091 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.Transactions.TransactionAbortedException: The transaction has aborted.
   at SahadevService.Sentry.EventService.Add(Event objEvent) in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 113
 
2024-08-17 19:08:21.002 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:21.003 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:21.246 +05:30 [Information] | Message : Received HTTP response after 242.527ms - OK | Exception :  
2024-08-17 19:08:21.247 +05:30 [Information] | Message : End processing HTTP request after 244.73ms - OK | Exception :  
2024-08-17 19:08:36.285 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:36.286 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:36.710 +05:30 [Information] | Message : Received HTTP response after 424.6319ms - OK | Exception :  
2024-08-17 19:08:36.711 +05:30 [Information] | Message : End processing HTTP request after 426.1116ms - OK | Exception :  
2024-08-17 19:08:51.729 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:51.730 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:08:51.863 +05:30 [Information] | Message : Received HTTP response after 133.873ms - OK | Exception :  
2024-08-17 19:08:51.864 +05:30 [Information] | Message : End processing HTTP request after 135.3696ms - OK | Exception :  
2024-08-17 19:09:06.891 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:06.892 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:07.024 +05:30 [Information] | Message : Received HTTP response after 132.0982ms - OK | Exception :  
2024-08-17 19:09:07.025 +05:30 [Information] | Message : End processing HTTP request after 133.7952ms - OK | Exception :  
2024-08-17 19:09:22.046 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:22.046 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:22.174 +05:30 [Information] | Message : Received HTTP response after 128.2389ms - OK | Exception :  
2024-08-17 19:09:22.175 +05:30 [Information] | Message : End processing HTTP request after 128.9171ms - OK | Exception :  
2024-08-17 19:09:37.207 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:37.209 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:37.657 +05:30 [Information] | Message : Received HTTP response after 447.518ms - OK | Exception :  
2024-08-17 19:09:37.657 +05:30 [Information] | Message : End processing HTTP request after 449.7265ms - OK | Exception :  
2024-08-17 19:09:52.676 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:52.676 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:09:53.820 +05:30 [Information] | Message : Received HTTP response after 1143.6873ms - OK | Exception :  
2024-08-17 19:09:53.820 +05:30 [Information] | Message : End processing HTTP request after 1144.235ms - OK | Exception :  
2024-08-17 19:10:08.842 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:08.843 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:08.920 +05:30 [Information] | Message : Received HTTP response after 77.8822ms - OK | Exception :  
2024-08-17 19:10:08.921 +05:30 [Information] | Message : End processing HTTP request after 78.3573ms - OK | Exception :  
2024-08-17 19:10:23.937 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:23.938 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:24.125 +05:30 [Information] | Message : Received HTTP response after 186.9256ms - OK | Exception :  
2024-08-17 19:10:24.125 +05:30 [Information] | Message : End processing HTTP request after 187.2427ms - OK | Exception :  
2024-08-17 19:10:39.132 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:39.132 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:10:39.216 +05:30 [Information] | Message : Received HTTP response after 83.5188ms - OK | Exception :  
2024-08-17 19:10:39.216 +05:30 [Information] | Message : End processing HTTP request after 83.8591ms - OK | Exception :  
2024-08-17 19:13:36.049 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:13:36.199 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-17 19:13:36.874 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-17 19:13:37.256 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:13:37.266 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:13:38.548 +05:30 [Information] | Message : Received HTTP response after 1278.7917ms - OK | Exception :  
2024-08-17 19:13:38.549 +05:30 [Information] | Message : End processing HTTP request after 1298.2923ms - OK | Exception :  
2024-08-17 19:13:54.743 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:13:54.743 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:13:54.868 +05:30 [Information] | Message : Received HTTP response after 124.6919ms - OK | Exception :  
2024-08-17 19:13:54.868 +05:30 [Information] | Message : End processing HTTP request after 125.2967ms - OK | Exception :  
2024-08-17 19:14:07.958 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.Transactions.TransactionAbortedException: The transaction has aborted.
   at SahadevService.Sentry.EventService.Add(Event objEvent) in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 113
 
2024-08-17 19:14:09.933 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:09.933 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:10.126 +05:30 [Information] | Message : Received HTTP response after 192.4072ms - OK | Exception :  
2024-08-17 19:14:10.126 +05:30 [Information] | Message : End processing HTTP request after 193.0656ms - OK | Exception :  
2024-08-17 19:14:25.187 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:25.189 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:25.458 +05:30 [Information] | Message : Received HTTP response after 269.0276ms - OK | Exception :  
2024-08-17 19:14:25.459 +05:30 [Information] | Message : End processing HTTP request after 272.3048ms - OK | Exception :  
2024-08-17 19:14:40.545 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:40.546 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:40.744 +05:30 [Information] | Message : Received HTTP response after 198.6882ms - OK | Exception :  
2024-08-17 19:14:40.745 +05:30 [Information] | Message : End processing HTTP request after 199.5959ms - OK | Exception :  
2024-08-17 19:14:55.810 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:55.810 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:14:56.004 +05:30 [Information] | Message : Received HTTP response after 193.883ms - OK | Exception :  
2024-08-17 19:14:56.005 +05:30 [Information] | Message : End processing HTTP request after 196.3215ms - OK | Exception :  
2024-08-17 19:15:11.032 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:11.032 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:11.213 +05:30 [Information] | Message : Received HTTP response after 181.1965ms - OK | Exception :  
2024-08-17 19:15:11.214 +05:30 [Information] | Message : End processing HTTP request after 182.1873ms - OK | Exception :  
2024-08-17 19:15:26.228 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:26.229 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:26.607 +05:30 [Information] | Message : Received HTTP response after 378.6281ms - OK | Exception :  
2024-08-17 19:15:26.608 +05:30 [Information] | Message : End processing HTTP request after 379.4959ms - OK | Exception :  
2024-08-17 19:15:41.637 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:41.638 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:41.869 +05:30 [Information] | Message : Received HTTP response after 231.2919ms - OK | Exception :  
2024-08-17 19:15:41.869 +05:30 [Information] | Message : End processing HTTP request after 231.9752ms - OK | Exception :  
2024-08-17 19:15:56.299 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:15:56.440 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-17 19:15:57.113 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-17 19:15:57.540 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:57.544 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:15:58.800 +05:30 [Information] | Message : Received HTTP response after 1252.6671ms - OK | Exception :  
2024-08-17 19:15:58.801 +05:30 [Information] | Message : End processing HTTP request after 1282.2963ms - OK | Exception :  
2024-08-17 19:16:14.144 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:14.144 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:14.294 +05:30 [Information] | Message : Received HTTP response after 149.3832ms - OK | Exception :  
2024-08-17 19:16:14.294 +05:30 [Information] | Message : End processing HTTP request after 150.5632ms - OK | Exception :  
2024-08-17 19:16:29.661 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:29.662 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:29.802 +05:30 [Information] | Message : Received HTTP response after 140.1392ms - OK | Exception :  
2024-08-17 19:16:29.803 +05:30 [Information] | Message : End processing HTTP request after 142.5416ms - OK | Exception :  
2024-08-17 19:16:44.833 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:44.834 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:16:45.268 +05:30 [Information] | Message : Received HTTP response after 434.0204ms - OK | Exception :  
2024-08-17 19:16:45.269 +05:30 [Information] | Message : End processing HTTP request after 436.0757ms - OK | Exception :  
2024-08-17 19:17:00.295 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:00.296 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:00.454 +05:30 [Information] | Message : Received HTTP response after 157.7744ms - OK | Exception :  
2024-08-17 19:17:00.456 +05:30 [Information] | Message : End processing HTTP request after 161.1039ms - OK | Exception :  
2024-08-17 19:17:15.503 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:15.504 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:15.591 +05:30 [Information] | Message : Received HTTP response after 87.1028ms - OK | Exception :  
2024-08-17 19:17:15.592 +05:30 [Information] | Message : End processing HTTP request after 88.5408ms - OK | Exception :  
2024-08-17 19:17:30.608 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:30.608 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:30.723 +05:30 [Information] | Message : Received HTTP response after 114.9605ms - OK | Exception :  
2024-08-17 19:17:30.724 +05:30 [Information] | Message : End processing HTTP request after 115.7183ms - OK | Exception :  
2024-08-17 19:17:45.742 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:45.742 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:17:45.828 +05:30 [Information] | Message : Received HTTP response after 85.9563ms - OK | Exception :  
2024-08-17 19:17:45.829 +05:30 [Information] | Message : End processing HTTP request after 87.1474ms - OK | Exception :  
2024-08-17 19:18:01.211 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-17 19:18:01.364 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-17 19:18:02.055 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-17 19:18:02.459 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:02.462 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:03.438 +05:30 [Information] | Message : Received HTTP response after 972.5751ms - OK | Exception :  
2024-08-17 19:18:03.439 +05:30 [Information] | Message : End processing HTTP request after 985.7194ms - OK | Exception :  
2024-08-17 19:18:23.178 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:23.179 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:23.256 +05:30 [Information] | Message : Received HTTP response after 76.8172ms - OK | Exception :  
2024-08-17 19:18:23.256 +05:30 [Information] | Message : End processing HTTP request after 77.7545ms - OK | Exception :  
2024-08-17 19:18:38.291 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:38.292 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:38.377 +05:30 [Information] | Message : Received HTTP response after 85.4667ms - OK | Exception :  
2024-08-17 19:18:38.378 +05:30 [Information] | Message : End processing HTTP request after 86.6366ms - OK | Exception :  
2024-08-17 19:18:53.453 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:53.454 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:18:53.560 +05:30 [Information] | Message : Received HTTP response after 105.5234ms - OK | Exception :  
2024-08-17 19:18:53.561 +05:30 [Information] | Message : End processing HTTP request after 108.0364ms - OK | Exception :  
2024-08-17 19:19:08.807 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:08.808 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:09.151 +05:30 [Information] | Message : Received HTTP response after 343.007ms - OK | Exception :  
2024-08-17 19:19:09.152 +05:30 [Information] | Message : End processing HTTP request after 344.7352ms - OK | Exception :  
2024-08-17 19:19:24.182 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:24.183 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:24.311 +05:30 [Information] | Message : Received HTTP response after 127.2872ms - OK | Exception :  
2024-08-17 19:19:24.312 +05:30 [Information] | Message : End processing HTTP request after 129.4562ms - OK | Exception :  
2024-08-17 19:19:39.413 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:39.413 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:39.537 +05:30 [Information] | Message : Received HTTP response after 123.2042ms - OK | Exception :  
2024-08-17 19:19:39.537 +05:30 [Information] | Message : End processing HTTP request after 124.2094ms - OK | Exception :  
2024-08-17 19:19:54.560 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:54.560 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:19:54.694 +05:30 [Information] | Message : Received HTTP response after 134.3477ms - OK | Exception :  
2024-08-17 19:19:54.694 +05:30 [Information] | Message : End processing HTTP request after 134.9472ms - OK | Exception :  
2024-08-17 19:20:09.713 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:09.713 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:09.855 +05:30 [Information] | Message : Received HTTP response after 141.8514ms - OK | Exception :  
2024-08-17 19:20:09.856 +05:30 [Information] | Message : End processing HTTP request after 143.3782ms - OK | Exception :  
2024-08-17 19:20:24.872 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:24.873 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:25.011 +05:30 [Information] | Message : Received HTTP response after 137.7878ms - OK | Exception :  
2024-08-17 19:20:25.011 +05:30 [Information] | Message : End processing HTTP request after 139.1811ms - OK | Exception :  
2024-08-17 19:20:40.036 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:40.036 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:40.124 +05:30 [Information] | Message : Received HTTP response after 87.4819ms - OK | Exception :  
2024-08-17 19:20:40.124 +05:30 [Information] | Message : End processing HTTP request after 88.789ms - OK | Exception :  
2024-08-17 19:20:55.132 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:55.134 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:20:55.314 +05:30 [Information] | Message : Received HTTP response after 180.8187ms - OK | Exception :  
2024-08-17 19:20:55.315 +05:30 [Information] | Message : End processing HTTP request after 182.8662ms - OK | Exception :  
2024-08-17 19:21:10.338 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:21:10.338 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-17 19:21:10.475 +05:30 [Information] | Message : Received HTTP response after 136.4727ms - OK | Exception :  
2024-08-17 19:21:10.475 +05:30 [Information] | Message : End processing HTTP request after 137.6602ms - OK | Exception :  
